id,type,wait_time,exec_time
1975,512-512,45108800.0,113754.03141361257
1958,512-8192,413176700.0,28052670.157068063
1959,512-8192,393176700.0,28052670.157068063
1969,512-8192,193230100.0,28052670.157068063
1974,1024-1024,95507300.0,1345724.1379310344
1982,1024-256,0.0,86862.75862068965
1972,1024-8192,219517400.0,85355862.06896552
1980,512-1024,60845200.0,446058.6387434555
1979,4096-1024,88957300.0,7112075.835475579
1737,4096-8192,5378741600.0,451714652.95629823
1787,4096-8192,4384904000.0,451714652.95629823
1998,256-128,161609000.0,5276.14598540146
1987,256-512,381670700.0,66999.70802919708
2005,256-2048,22622500.0,1018715.3284671532
1988,256-8192,377680700.0,16076905.109489052
1989,256-8192,357686000.0,16076905.109489052
1997,256-8192,197747700.0,16076905.109489052
2006,1024-128,18770000.0,22852.41379310345
1992,1024-512,299087900.0,340165.5172413793
2004,1024-4096,80119500.0,21371724.137931034
1983,1024-8192,564194600.0,85355862.06896552
1986,1024-8192,504443800.0,85355862.06896552
2010,256-128,25318600.0,5276.14598540146
2007,2048-128,86403800.0,53532.0
1993,2048-256,366657600.0,208440.0
1995,2048-256,326711200.0,208440.0
1994,2048-512,347480600.0,822960.0
1996,2048-1024,309982400.0,3271200.0
2000,2048-1024,230751800.0,3271200.0
1981,2048-2048,623094700.0,13044000.0
1978,2048-8192,879118600.0,208200000.0
2008,1024-256,279939800.0,86862.75862068965
2021,1024-256,19901300.0,86862.75862068965
2009,1024-2048,265176700.0,5355379.310344827
1999,512-512,466421000.0,113754.03141361257
2011,512-1024,226622800.0,446058.6387434555
2017,512-1024,106615900.0,446058.6387434555
2019,512-1024,66729700.0,446058.6387434555
1984,512-2048,768519100.0,1765774.8691099477
2002,512-2048,408519100.0,1765774.8691099477
2012,512-2048,208500100.0,1765774.8691099477
2016,512-2048,130147500.0,1765774.8691099477
2013,512-8192,216434400.0,28052670.157068063
2018,512-8192,116548200.0,28052670.157068063
2023,1024-512,17829900.0,340165.5172413793
2024,256-512,57000.0,66999.70802919708
2014,256-4096,202924400.0,4035970.802919708
1985,4096-1024,791173900.0,7112075.835475579
2001,4096-2048,492389900.0,28328084.832904886
2015,2048-2048,226296500.0,13044000.0
2026,2048-8192,208190000.0,208200000.0
2036,256-128,8941400.0,5276.14598540146
2033,256-512,69003100.0,66999.70802919708
2035,256-512,29003100.0,66999.70802919708
2027,256-4096,192972100.0,4035970.802919708
2030,1024-2048,139327500.0,5355379.310344827
2034,4096-1024,67439600.0,7112075.835475579
2003,4096-2048,709200500.0,28328084.832904886
2022,4096-2048,336172900.0,28328084.832904886
2037,256-512,36834100.0,66999.70802919708
2038,2048-256,18042600.0,208440.0
2028,2048-4096,269926700.0,52092000.0
2031,2048-8192,366243200.0,208200000.0
2045,1024-256,86292400.0,86862.75862068965
2040,1024-1024,188534800.0,1345724.1379310344
2041,4096-128,169653300.0,118402.44215938303
2047,4096-1024,55663400.0,7112075.835475579
2025,4096-2048,518295600.0,28328084.832904886
2050,512-512,18037300.0,113754.03141361257
2048,512-4096,65026200.0,7028298.4293193715
2020,512-8192,647495800.0,28052670.157068063
2039,512-8192,267147900.0,28052670.157068063
2052,1024-512,7417400.0,340165.5172413793
2042,2048-512,209327600.0,822960.0
2044,2048-2048,181548600.0,13044000.0
2032,2048-8192,618565300.0,208200000.0
2061,1024-128,37890900.0,22852.41379310345
2063,1024-256,0.0,86862.75862068965
2060,1024-4096,79239800.0,21371724.137931034
2054,256-1024,200498900.0,259054.01459854015
2043,256-4096,424935400.0,4035970.802919708
2062,256-4096,44275800.0,4035970.802919708
2051,256-8192,276893700.0,16076905.109489052
2055,512-1024,197762900.0,446058.6387434555
2053,512-4096,244916100.0,7028298.4293193715
2029,4096-2048,755370500.0,28328084.832904886
2058,4096-2048,173673200.0,28328084.832904886
2066,2048-1024,17888200.0,3271200.0
2064,2048-4096,106763300.0,52092000.0
2065,2048-4096,90032500.0,52092000.0
2068,1024-512,31221200.0,340165.5172413793
2069,256-4096,16257200.0,4035970.802919708
2067,512-8192,85309900.0,28052670.157068063
2071,256-1024,6500700.0,259054.01459854015
2070,2048-1024,30771900.0,3271200.0
2056,2048-8192,515924400.0,208200000.0
2057,2048-8192,499195600.0,208200000.0
2077,256-128,99094300.0,5276.14598540146
2079,256-4096,63125000.0,4035970.802919708
2078,512-256,84154700.0,29671.675392670157
2072,512-512,204238800.0,113754.03141361257
2082,512-512,4233500.0,113754.03141361257
2074,512-4096,171183000.0,7028298.4293193715
2080,2048-256,52391500.0,208440.0
2075,2048-512,153006000.0,822960.0
2083,2048-2048,12044000.0,13044000.0
2059,2048-8192,681698100.0,208200000.0
2088,1024-256,101406400.0,86862.75862068965
2081,1024-8192,326947400.0,85355862.06896552
2093,1024-8192,86675400.0,85355862.06896552
2085,512-512,247789200.0,113754.03141361257
2086,512-512,227789200.0,113754.03141361257
2095,512-512,47771800.0,113754.03141361257
2092,2048-256,108997700.0,208440.0
2087,2048-2048,221833200.0,13044000.0
2097,2048-2048,22024300.0,13044000.0
2084,256-1024,283300800.0,259054.01459854015
2098,512-1024,4728200.0,446058.6387434555
2073,4096-256,506475700.0,456702.44215938303
2090,4096-512,167541300.0,1794325.1928020567
2076,4096-2048,474803800.0,28328084.832904886
2089,4096-2048,215869400.0,28328084.832904886
2099,256-256,16835200.0,18064.642335766424
2100,1024-1024,1245800.0,1345724.1379310344
2096,1024-8192,163226000.0,85355862.06896552
2101,4096-128,64206500.0,118402.44215938303
2102,4096-512,45882400.0,1794325.1928020567
1991,4096-4096,2381026500.0,113043766.06683806
2046,4096-4096,1281119800.0,113043766.06683806
2109,256-128,19838100.0,5276.14598540146
2105,512-128,100846200.0,8081.408376963351
2106,512-8192,108890800.0,28052670.157068063
2111,256-128,9888900.0,5276.14598540146
2108,1024-128,70919000.0,22852.41379310345
2107,2048-256,92127500.0,208440.0
2104,2048-512,152835400.0,822960.0
2103,2048-4096,224312900.0,52092000.0
2094,2048-8192,561173400.0,208200000.0
2121,512-128,21619600.0,8081.408376963351
2114,512-512,162002800.0,113754.03141361257
2116,256-512,122792300.0,66999.70802919708
2113,256-8192,199079800.0,16076905.109489052
2112,1024-256,220166700.0,86862.75862068965
2120,1024-4096,81174100.0,21371724.137931034
2123,1024-4096,21271800.0,21371724.137931034
2124,256-256,2289900.0,18064.642335766424
2118,2048-512,124113100.0,822960.0
2115,4096-1024,192225200.0,7112075.835475579
2122,4096-1024,52225200.0,7112075.835475579
2049,4096-4096,1627886500.0,113043766.06683806
2091,4096-4096,785848300.0,113043766.06683806
2128,512-256,45962400.0,29671.675392670157
2129,512-1024,26378800.0,446058.6387434555
2130,512-2048,7698500.0,1765774.8691099477
2126,2048-128,88752100.0,53532.0
2127,2048-4096,120790500.0,52092000.0
2125,2048-8192,316952100.0,208200000.0
2133,512-256,157918700.0,29671.675392670157
2131,512-512,198002800.0,113754.03141361257
2136,512-1024,97496700.0,446058.6387434555
2139,512-1024,37526400.0,446058.6387434555
2141,512-256,0.0,29671.675392670157
2137,512-8192,105217100.0,28052670.157068063
2134,256-512,166284100.0,66999.70802919708
2138,256-2048,87235900.0,1018715.3284671532
2132,256-4096,211091500.0,4035970.802919708
2135,4096-128,151371600.0,118402.44215938303
2140,4096-128,51371600.0,118402.44215938303
2142,4096-128,11452700.0,118402.44215938303
2119,4096-4096,585653200.0,113043766.06683806
1790,4096-8192,7512874300.0,451714652.95629823
2158,512-128,142686500.0,8081.408376963351
2145,512-256,403633400.0,29671.675392670157
2143,512-512,443717500.0,113754.03141361257
2144,512-1024,424057900.0,446058.6387434555
2148,512-4096,350661700.0,7028298.4293193715
2164,1024-128,30759300.0,22852.41379310345
2163,1024-1024,52082200.0,1345724.1379310344
2165,1024-1024,12082200.0,1345724.1379310344
2153,1024-2048,256114700.0,5355379.310344827
2147,4096-128,378158500.0,118402.44215938303
2157,4096-128,177233200.0,118402.44215938303
2150,4096-1024,324345300.0,7112075.835475579
2152,4096-4096,390277000.0,113043766.06683806
1813,4096-8192,7527149400.0,451714652.95629823
2179,512-128,196680100.0,8081.408376963351
2183,512-256,116701700.0,29671.675392670157
2186,512-512,56785800.0,113754.03141361257
2171,512-1024,357457900.0,446058.6387434555
2180,512-8192,204754400.0,28052670.157068063
2175,256-256,305772500.0,18064.642335766424
2174,256-512,325821400.0,66999.70802919708
2167,256-1024,466345200.0,259054.01459854015
2160,256-2048,607161200.0,1018715.3284671532
2172,256-2048,366791300.0,1018715.3284671532
2168,256-4096,450189100.0,4035970.802919708
2166,2048-128,491294700.0,53532.0
2177,2048-128,270911000.0,53532.0
2155,2048-256,711507500.0,208440.0
2161,2048-1024,594570200.0,3271200.0
2151,2048-2048,804551500.0,13044000.0
2154,2048-2048,747614200.0,13044000.0
2191,256-128,8188300.0,5276.14598540146
2182,1024-256,189318400.0,86862.75862068965
2188,1024-256,69318400.0,86862.75862068965
2149,1024-4096,870991300.0,21371724.137931034
2169,1024-4096,471021900.0,21371724.137931034
2146,1024-8192,995987600.0,85355862.06896552
2192,256-512,75611900.0,66999.70802919708
2173,4096-128,456859800.0,118402.44215938303
2178,4096-256,357198100.0,456702.44215938303
2181,4096-256,297316600.0,456702.44215938303
2185,4096-256,217654900.0,456702.44215938303
2189,4096-256,137736200.0,456702.44215938303
2190,4096-1024,124729800.0,7112075.835475579
2193,4096-1024,64684300.0,7112075.835475579
2196,256-512,5748100.0,66999.70802919708
2194,2048-1024,50022500.0,3271200.0
2156,2048-4096,859432500.0,52092000.0
2197,2048-128,38863400.0,53532.0
2187,2048-4096,242315700.0,52092000.0
2200,2048-128,0.0,53532.0
2201,2048-128,0.0,53532.0
2204,2048-512,0.0,822960.0
2159,2048-8192,1007686100.0,208200000.0
2206,4096-128,67989900.0,118402.44215938303
2208,4096-128,27989900.0,118402.44215938303
2199,4096-512,209971900.0,1794325.1928020567
2170,4096-4096,901792100.0,113043766.06683806
2176,4096-4096,783254800.0,113043766.06683806
2210,256-512,102999800.0,66999.70802919708
2211,256-1024,83191900.0,259054.01459854015
2209,256-4096,127864100.0,4035970.802919708
2198,256-8192,360097100.0,16076905.109489052
2214,512-512,40123600.0,113754.03141361257
2202,512-8192,308957800.0,28052670.157068063
2216,1024-128,29085400.0,22852.41379310345
2217,1024-256,9144800.0,86862.75862068965
2205,1024-1024,251303600.0,1345724.1379310344
2212,1024-1024,110431200.0,1345724.1379310344
2195,1024-2048,455625600.0,5355379.310344827
2162,1024-8192,1197474200.0,85355862.06896552
2184,1024-8192,757109100.0,85355862.06896552
2203,1024-8192,380756000.0,85355862.06896552
2218,512-128,80853000.0,8081.408376963351
2220,512-4096,47873200.0,7028298.4293193715
2219,1024-256,68960100.0,86862.75862068965
2207,2048-256,311079700.0,208440.0
2222,2048-512,10783100.0,822960.0
2221,2048-2048,43212600.0,13044000.0
2213,2048-8192,398998900.0,208200000.0
2224,256-128,179664800.0,5276.14598540146
2227,256-128,119664800.0,5276.14598540146
2228,256-512,99726500.0,66999.70802919708
2225,1024-256,160813400.0,86862.75862068965
2231,1024-4096,62098300.0,21371724.137931034
2230,1024-8192,146082400.0,85355862.06896552
2235,512-128,47081200.0,8081.408376963351
2232,2048-256,108299000.0,208440.0
2226,2048-512,228913500.0,822960.0
2236,1024-512,30244400.0,340165.5172413793
2237,1024-8192,95260100.0,85355862.06896552
2223,4096-256,377045700.0,456702.44215938303
2215,4096-1024,543720900.0,7112075.835475579
2229,4096-4096,369770000.0,113043766.06683806
1860,4096-8192,8106339100.0,451714652.95629823
2263,512-256,35244900.0,29671.675392670157
2247,512-512,356117500.0,113754.03141361257
2257,512-2048,156981000.0,1765774.8691099477
2262,512-2048,57010700.0,1765774.8691099477
2253,512-4096,242357300.0,7028298.4293193715
2243,512-8192,465822200.0,28052670.157068063
2249,4096-128,346152200.0,118402.44215938303
2244,4096-256,447279000.0,456702.44215938303
2250,4096-256,326609000.0,456702.44215938303
2252,4096-256,286947300.0,456702.44215938303
2254,4096-2048,274937100.0,28328084.832904886
2256,4096-2048,235275400.0,28328084.832904886
2258,2048-256,196483900.0,208440.0
2238,2048-512,597914700.0,822960.0
2267,2048-512,17248600.0,822960.0
2251,2048-4096,389190400.0,52092000.0
2268,256-128,50077800.0,5276.14598540146
2239,256-2048,632025500.0,1018715.3284671532
2265,256-2048,111207500.0,1018715.3284671532
2234,256-4096,735103000.0,4035970.802919708
2242,256-4096,575045500.0,4035970.802919708
2248,256-4096,455245200.0,4035970.802919708
2245,256-8192,528074700.0,16076905.109489052
2269,512-128,48176400.0,8081.408376963351
2241,1024-1024,611456400.0,1345724.1379310344
2260,1024-1024,230640100.0,1345724.1379310344
2270,1024-1024,30522200.0,1345724.1379310344
2240,1024-2048,636811800.0,5355379.310344827
2246,1024-2048,516784000.0,5355379.310344827
2255,1024-8192,415996000.0,85355862.06896552
2271,256-4096,100905800.0,4035970.802919708
2274,256-4096,40825500.0,4035970.802919708
2272,1024-2048,87180900.0,5355379.310344827
2259,4096-2048,376715500.0,28328084.832904886
2261,4096-2048,336715500.0,28328084.832904886
2277,512-256,17446700.0,29671.675392670157
2275,4096-2048,86866800.0,28328084.832904886
2266,4096-4096,351780700.0,113043766.06683806
2280,512-1024,72850800.0,446058.6387434555
2282,512-4096,39433000.0,7028298.4293193715
2284,512-128,0.0,8081.408376963351
2283,512-8192,40457400.0,28052670.157068063
2278,1024-1024,142831200.0,1345724.1379310344
2279,1024-4096,142857200.0,21371724.137931034
2285,1024-8192,86769300.0,85355862.06896552
2287,4096-128,47791600.0,118402.44215938303
2281,4096-2048,196141400.0,28328084.832904886
1872,4096-8192,8811816700.0,451714652.95629823
2295,1024-128,340417000.0,22852.41379310345
2291,1024-256,420481000.0,86862.75862068965
2302,1024-256,200481000.0,86862.75862068965
2298,1024-512,280757200.0,340165.5172413793
2312,1024-512,821000.0,340165.5172413793
2307,1024-4096,121852800.0,21371724.137931034
2308,1024-4096,102129000.0,21371724.137931034
2292,2048-128,423182600.0,53532.0
2299,2048-128,283182600.0,53532.0
2286,2048-256,543599300.0,208440.0
2288,2048-512,504117800.0,822960.0
2294,2048-512,384214100.0,822960.0
2310,2048-1024,67276800.0,3271200.0
2300,2048-2048,277258100.0,13044000.0
2315,2048-128,0.0,53532.0
2273,2048-4096,859799000.0,52092000.0
2303,2048-8192,448269100.0,208200000.0
2319,1024-128,128812200.0,22852.41379310345
2324,1024-128,28812200.0,22852.41379310345
2322,1024-256,68876200.0,86862.75862068965
2318,1024-8192,234168100.0,85355862.06896552
2321,512-256,175197800.0,29671.675392670157
2304,512-1024,516094000.0,446058.6387434555
2313,512-2048,337411500.0,1765774.8691099477
2328,512-2048,36876400.0,1765774.8691099477
2306,512-4096,483122300.0,7028298.4293193715
2309,512-8192,445466400.0,28052670.157068063
2320,2048-128,226040200.0,53532.0
2327,2048-512,86722400.0,822960.0
2323,2048-1024,169311400.0,3271200.0
2325,2048-1024,130080800.0,3271200.0
2317,2048-8192,497511400.0,208200000.0
2340,256-128,38324900.0,5276.14598540146
2296,256-1024,919250300.0,259054.01459854015
2290,256-2048,1040119600.0,1018715.3284671532
2293,256-2048,980010000.0,1018715.3284671532
2289,256-4096,1063144700.0,4035970.802919708
2342,1024-128,3374400.0,22852.41379310345
2329,1024-256,263552400.0,86862.75862068965
2335,1024-256,143447800.0,86862.75862068965
2332,1024-512,203724000.0,340165.5172413793
2343,1024-256,0.0,86862.75862068965
2331,1024-8192,308892000.0,85355862.06896552
2311,4096-128,710593800.0,118402.44215938303
2305,4096-256,830932100.0,456702.44215938303
2341,4096-256,110379000.0,456702.44215938303
2297,4096-1024,998044200.0,7112075.835475579
2314,4096-1024,658093600.0,7112075.835475579
2316,4096-1024,624676500.0,7112075.835475579
2337,4096-1024,204603200.0,7112075.835475579
2347,1024-128,5584000.0,22852.41379310345
2338,2048-512,187449100.0,822960.0
2345,2048-512,47414100.0,822960.0
2333,2048-1024,290720300.0,3271200.0
2336,2048-2048,240493100.0,13044000.0
2348,256-128,1456100.0,5276.14598540146
2346,256-2048,42476900.0,1018715.3284671532
2344,256-4096,85494100.0,4035970.802919708
2334,512-2048,288294900.0,1765774.8691099477
2339,512-4096,193557400.0,7028298.4293193715
2330,4096-2048,402982700.0,28328084.832904886
1881,4096-8192,9819361600.0,451714652.95629823
2357,256-512,286342600.0,66999.70802919708
2369,256-512,46342600.0,66999.70802919708
2353,256-2048,367294400.0,1018715.3284671532
2365,256-2048,127294400.0,1018715.3284671532
2352,256-4096,390378600.0,4035970.802919708
2358,256-4096,270378600.0,4035970.802919708
2367,256-4096,91330400.0,4035970.802919708
2349,1024-512,453598600.0,340165.5172413793
2370,1024-512,32670600.0,340165.5172413793
2362,1024-1024,193676200.0,1345724.1379310344
2354,1024-4096,374042400.0,21371724.137931034
2356,1024-8192,398026500.0,85355862.06896552
2372,2048-256,79147800.0,208440.0
2361,2048-1024,302297700.0,3271200.0
2371,2048-2048,112279000.0,13044000.0
2364,2048-4096,294389700.0,52092000.0
2374,256-1024,95495400.0,259054.01459854015
2368,512-1024,217094900.0,446058.6387434555
2373,512-1024,116941500.0,446058.6387434555
2355,512-2048,478414600.0,1765774.8691099477
2351,512-8192,585147600.0,28052670.157068063
2350,4096-256,607532400.0,456702.44215938303
2363,4096-256,346604400.0,456702.44215938303
2366,4096-512,288398800.0,1794325.1928020567
2378,4096-2048,74742500.0,28328084.832904886
2375,4096-4096,221289200.0,113043766.06683806
2385,1024-128,22122000.0,22852.41379310345
2384,1024-512,42439300.0,340165.5172413793
2386,1024-1024,3444900.0,1345724.1379310344
2381,1024-8192,187511600.0,85355862.06896552
2388,256-256,48440100.0,18064.642335766424
2379,256-2048,229614600.0,1018715.3284671532
2380,256-2048,209614600.0,1018715.3284671532
2383,256-2048,149496700.0,1018715.3284671532
2387,1024-2048,75796200.0,5355379.310344827
2390,1024-4096,31812600.0,21371724.137931034
2391,512-1024,13251500.0,446058.6387434555
2389,512-4096,59840900.0,7028298.4293193715
2377,2048-4096,353142300.0,52092000.0
2360,2048-8192,849440300.0,208200000.0
2402,256-128,9002300.0,5276.14598540146
2394,256-512,170055900.0,66999.70802919708
2400,256-512,49064000.0,66999.70802919708
2397,256-1024,109256100.0,259054.01459854015
2396,256-4096,133038300.0,4035970.802919708
2395,4096-256,154495100.0,456702.44215938303
2401,4096-2048,62366400.0,28328084.832904886
2407,4096-128,18500.0,118402.44215938303
2376,4096-4096,648826200.0,113043766.06683806
2399,4096-4096,273139700.0,113043766.06683806
2408,1024-128,94075700.0,22852.41379310345
2404,1024-512,174473800.0,340165.5172413793
2403,1024-1024,195479400.0,1345724.1379310344
2406,1024-8192,219441100.0,85355862.06896552
2415,4096-256,40778800.0,456702.44215938303
2417,4096-256,778700.0,456702.44215938303
2410,4096-4096,253869200.0,113043766.06683806
2416,4096-4096,133822600.0,113043766.06683806
2420,256-128,54738000.0,5276.14598540146
2421,256-128,34738000.0,5276.14598540146
2422,256-1024,14991800.0,259054.01459854015
2405,256-2048,355960500.0,1018715.3284671532
2409,256-4096,278910500.0,4035970.802919708
2413,256-8192,210904900.0,16076905.109489052
2423,256-8192,15977000.0,16076905.109489052
2419,1024-256,97148900.0,86862.75862068965
2398,2048-512,519258300.0,822960.0
2412,2048-4096,290377400.0,52092000.0
2382,2048-8192,1048558100.0,208200000.0
2424,512-128,207997100.0,8081.408376963351
2411,512-4096,475336700.0,7028298.4293193715
2414,512-4096,415290100.0,7028298.4293193715
2425,512-4096,195025400.0,7028298.4293193715
2392,512-8192,884575200.0,28052670.157068063
2393,512-8192,864531200.0,28052670.157068063
2426,256-256,204088100.0,18064.642335766424
2433,256-512,63968000.0,66999.70802919708
2434,256-1024,44160100.0,259054.01459854015
2436,256-1024,4092700.0,259054.01459854015
2432,256-4096,87955100.0,4035970.802919708
2429,1024-256,149042000.0,86862.75862068965
2427,1024-4096,210326900.0,21371724.137931034
2435,2048-256,51468000.0,208440.0
2431,2048-512,132149900.0,822960.0
2428,4096-256,193606700.0,456702.44215938303
2418,4096-512,395296200.0,1794325.1928020567
1885,4096-8192,11521488400.0,451714652.95629823
1887,4096-8192,11482820300.0,451714652.95629823
2449,256-128,226609000.0,5276.14598540146
2453,256-128,146609000.0,5276.14598540146
2438,256-256,446621800.0,18064.642335766424
2444,256-512,326670700.0,66999.70802919708
2445,256-512,306676000.0,66999.70802919708
2437,256-4096,471547300.0,4035970.802919708
2443,256-4096,350657800.0,4035970.802919708
2447,256-4096,270706700.0,4035970.802919708
2459,256-4096,30712000.0,4035970.802919708
2450,512-128,211720100.0,8081.408376963351
2455,512-256,111741700.0,29671.675392670157
2440,512-1024,412158100.0,446058.6387434555
2452,512-1024,172166200.0,446058.6387434555
2458,1024-128,53189100.0,22852.41379310345
2442,1024-1024,374512000.0,1345724.1379310344
2441,1024-2048,398521600.0,5355379.310344827
2439,1024-4096,454560900.0,21371724.137931034
2461,512-128,15536400.0,8081.408376963351
2451,2048-128,216622600.0,53532.0
2457,2048-128,96622600.0,53532.0
2446,2048-512,317445600.0,822960.0
2460,2048-2048,49666600.0,13044000.0
2462,1024-1024,11975800.0,1345724.1379310344
2448,4096-4096,406056200.0,113043766.06683806
2456,4096-4096,246056200.0,113043766.06683806
2468,1024-256,7019600.0,86862.75862068965
2467,1024-2048,32288100.0,5355379.310344827
2463,256-4096,117324100.0,4035970.802919708
2464,256-8192,109365100.0,16076905.109489052
2469,1024-1024,11705800.0,1345724.1379310344
2466,2048-4096,124802900.0,52092000.0
2465,2048-8192,300910900.0,208200000.0
2471,256-256,181907000.0,18064.642335766424
2480,512-256,2044700.0,29671.675392670157
2473,512-512,142128900.0,113754.03141361257
2476,512-512,82128900.0,113754.03141361257
2479,512-4096,29073100.0,7028298.4293193715
2474,512-8192,150181600.0,28052670.157068063
2481,1024-1024,12443300.0,1345724.1379310344
2472,2048-1024,197690500.0,3271200.0
2478,2048-1024,76798600.0,3271200.0
2470,4096-1024,245802600.0,7112075.835475579
2477,4096-1024,104910700.0,7112075.835475579
2482,2048-2048,18865000.0,13044000.0
2475,4096-4096,272998500.0,113043766.06683806
1918,4096-8192,11769448900.0,451714652.95629823
2498,256-128,151565200.0,5276.14598540146
2494,256-256,231578000.0,18064.642335766424
2502,256-256,71578000.0,18064.642335766424
2496,256-512,191626900.0,66999.70802919708
2505,256-2048,12584000.0,1018715.3284671532
2490,512-256,313613700.0,29671.675392670157
2497,512-256,173613700.0,29671.675392670157
2488,512-1024,354073800.0,446058.6387434555
2499,512-1024,134059800.0,446058.6387434555
2503,512-4096,60642000.0,7028298.4293193715
2492,512-8192,302082800.0,28052670.157068063
2504,2048-128,63136400.0,53532.0
2495,2048-256,243291300.0,208440.0
2484,2048-512,464003100.0,822960.0
2485,2048-1024,446606200.0,3271200.0
2506,2048-8192,232158600.0,208200000.0
2512,512-128,112494000.0,8081.408376963351
2508,512-2048,194251700.0,1765774.8691099477
2507,512-4096,220184700.0,7028298.4293193715
2509,256-256,180532300.0,18064.642335766424
2511,256-2048,141533000.0,1018715.3284671532
2515,1024-256,62619900.0,86862.75862068965
2483,1024-512,703590400.0,340165.5172413793
2486,1024-512,643590400.0,340165.5172413793
2491,1024-512,543633600.0,340165.5172413793
2514,1024-512,83213400.0,340165.5172413793
2501,1024-1024,344892500.0,1345724.1379310344
2500,1024-4096,385005400.0,21371724.137931034
2517,4096-128,45450400.0,118402.44215938303
2489,4096-256,606462200.0,456702.44215938303
2510,4096-512,187244800.0,1794325.1928020567
2487,4096-1024,653618000.0,7112075.835475579
2493,4096-2048,556246400.0,28328084.832904886
2516,4096-2048,101228900.0,28328084.832904886
2520,256-128,22222400.0,5276.14598540146
2519,1024-512,43564400.0,340165.5172413793
2521,512-4096,11588800.0,7028298.4293193715
2518,4096-2048,100930500.0,28328084.832904886
2523,4096-256,1273800.0,456702.44215938303
1930,4096-8192,12303244900.0,451714652.95629823
1955,4096-8192,11831574700.0,451714652.95629823
2529,256-128,333609000.0,5276.14598540146
2543,256-128,53609000.0,5276.14598540146
2542,256-256,73621800.0,18064.642335766424
2526,256-2048,394622500.0,1018715.3284671532
2522,256-8192,490070800.0,16076905.109489052
2545,256-8192,29656200.0,16076905.109489052
2535,512-128,230694100.0,8081.408376963351
2528,512-512,370799800.0,113754.03141361257
2536,512-2048,212451800.0,1765774.8691099477
2532,512-8192,318746800.0,28052670.157068063
2541,512-8192,138852500.0,28052670.157068063
2540,1024-128,159875400.0,22852.41379310345
2525,1024-256,459939400.0,86862.75862068965
2527,1024-256,419939400.0,86862.75862068965
2534,1024-256,279962300.0,86862.75862068965
2547,1024-2048,25232000.0,5355379.310344827
2533,1024-8192,385295300.0,85355862.06896552
2544,1024-8192,165318200.0,85355862.06896552
2546,2048-128,126338300.0,53532.0
2531,2048-256,426526700.0,208440.0
2538,2048-512,287194800.0,822960.0
2530,2048-2048,459570700.0,13044000.0
2537,2048-2048,320238800.0,13044000.0
2550,512-512,61246800.0,113754.03141361257
2539,4096-128,282471100.0,118402.44215938303
2553,4096-4096,115289700.0,113043766.06683806
2556,4096-256,55671100.0,456702.44215938303
1970,4096-8192,12133091300.0,451714652.95629823
1990,4096-8192,11846223300.0,451714652.95629823
2562,512-128,387611800.0,8081.408376963351
2574,512-128,147611800.0,8081.408376963351
2581,512-128,7279200.0,8081.408376963351
2567,512-256,287641500.0,29671.675392670157
2570,512-256,227641500.0,29671.675392670157
2571,512-512,207725600.0,113754.03141361257
2561,512-2048,409407300.0,1765774.8691099477
2566,512-8192,335694200.0,28052670.157068063
2564,1024-128,376717100.0,22852.41379310345
2568,1024-128,296717100.0,22852.41379310345
2576,1024-512,136701800.0,340165.5172413793
2551,1024-2048,642930900.0,5355379.310344827
2552,1024-4096,638947300.0,21371724.137931034
2554,1024-4096,599188300.0,21371724.137931034
2559,1024-4096,503444300.0,21371724.137931034
2583,256-256,24037000.0,18064.642335766424
2577,256-8192,160188700.0,16076905.109489052
2580,256-8192,100188700.0,16076905.109489052
2563,4096-128,441639800.0,118402.44215938303
2579,4096-128,121307200.0,118402.44215938303
2575,4096-512,203434200.0,1794325.1928020567
2569,4096-2048,349967900.0,28328084.832904886
2586,4096-128,9651200.0,118402.44215938303
2573,4096-4096,356478000.0,113043766.06683806
2110,4096-8192,9997550900.0,451714652.95629823
2592,512-128,342220200.0,8081.408376963351
2607,512-1024,42658200.0,446058.6387434555
2593,512-4096,329240400.0,7028298.4293193715
2600,512-4096,189248500.0,7028298.4293193715
2602,512-4096,149686500.0,7028298.4293193715
2598,1024-128,230709400.0,22852.41379310345
2595,1024-256,290773400.0,86862.75862068965
2604,1024-256,110773400.0,86862.75862068965
2608,1024-2048,36064800.0,5355379.310344827
2588,1024-8192,516220900.0,85355862.06896552
2610,2048-128,77107100.0,53532.0
2585,2048-256,577499600.0,208440.0
2590,2048-256,477483000.0,208440.0
2558,2048-512,1119531900.0,822960.0
2560,2048-512,1078803400.0,822960.0
2582,2048-512,639154500.0,822960.0
2555,2048-1024,1182856700.0,3271200.0
2606,2048-1024,162255000.0,3271200.0
2557,2048-2048,1155900700.0,13044000.0
2572,2048-2048,855888000.0,13044000.0
2611,1024-256,76310100.0,86862.75862068965
2612,1024-512,56563400.0,340165.5172413793
2601,256-1024,277898300.0,259054.01459854015
2596,256-8192,393716200.0,16076905.109489052
2599,256-8192,333716200.0,16076905.109489052
2609,4096-256,135173000.0,456702.44215938303
2587,4096-1024,581919900.0,7112075.835475579
2591,4096-2048,523501100.0,28328084.832904886
2603,4096-2048,290156400.0,28328084.832904886
2617,1024-128,11060000.0,22852.41379310345
2616,2048-256,32273800.0,208440.0
2615,2048-2048,65114000.0,13044000.0
2548,2048-4096,1445969700.0,52092000.0
2618,4096-128,45469500.0,118402.44215938303
2605,4096-2048,333807900.0,28328084.832904886
